sentence,item_id,surprisal-5gram_mean,surprisal-gpt2-xl_mean,surprisal-pcfg_mean,stimsetid,sent_identifier
Five Toes: Silkies have five toes.,913,2.665381721,5.189846,13.61408875,beta-control-neural-D.913,ud.6.000571
"Just then, the front door slammed.",914,2.776066874,3.7298388,10.394045,beta-control-neural-D.914,ud.6.000771
Just received from your flower store.,915,3.411451408,5.941107,12.37788714,beta-control-neural-D.915,ud.6.000870
She manifested him at another level.,916,3.088616141,5.96204,10.77164143,beta-control-neural-D.916,ud.6.000814
"In brief, inferiors salute superiors first.",917,4.169046436,6.221679,12.60057375,beta-control-neural-D.917,ud.6.000305
I give this dealer an A+!,918,2.863424523,4.3713145,12.29066,beta-control-neural-D.918,ud.6.000822
The stewardesses are furious with them.,919,2.752071687,4.0575824,9.237874286,beta-control-neural-D.919,ud.6.000402
"Well, this may be an exception.",920,2.056222762,3.3392391,8.05150175,beta-control-neural-D.920,ud.6.000996
The pancakes are to die for.,921,2.477610018,3.7570434,10.28131,beta-control-neural-D.921,ud.6.000979
Both Tina and Vicky are excellent.,922,3.342608282,5.0676627,11.82690286,beta-control-neural-D.922,ud.6.000426
"He's been frantic, the woman explained.",923,2.904883549,4.702747,8.963524444,beta-control-neural-D.923,ud.6.000123
Don't be in a hurry though.,924,2.256338667,3.2067943,8.39554625,beta-control-neural-D.924,ud.6.000700
It's even made out to you.,925,2.090321086,4.519242,7.19319125,beta-control-neural-D.925,ud.6.001013
"Goode was born in Exeter, Devon.",926,3.148784676,3.683344,10.8314075,beta-control-neural-D.926,ud.6.000072
Admin coordinators do primarily administrative work.,927,3.828759185,5.794112,12.65140571,beta-control-neural-D.927,ud.6.000278
They have fabulous French toast too.,928,3.286286167,6.089689,12.03439429,beta-control-neural-D.928,ud.6.000752
There is no subterfuge in you.,929,2.608790721,3.6216285,8.778592857,beta-control-neural-D.929,ud.6.000983
Labor shifted from farming to mining.,930,3.289444259,6.4748087,11.44953429,beta-control-neural-D.930,ud.6.000852
I am really proud of her.,931,1.410259949,3.3670182,8.984828571,beta-control-neural-D.931,ud.6.000160
Should we set a date now?,932,2.793763331,4.469182,10.40208571,beta-control-neural-D.932,ud.6.000575
I was amazed and really excited.,933,2.12299719,4.4343386,9.596217143,beta-control-neural-D.933,ud.6.000090
Carve one in your chosen medium.,934,3.520684685,4.8997107,12.70676286,beta-control-neural-D.934,ud.6.000199
Sometimes he stood up for exercise.,935,2.280533637,5.533976,9.934057143,beta-control-neural-D.935,ud.6.000975
Mayko is relating to the Japanese.,936,2.121747774,6.475242,8.750538571,beta-control-neural-D.936,ud.6.000469
Estimated electricity use in residential sector.,937,3.547014415,5.241355,13.41413286,beta-control-neural-D.937,ud.6.000000
What are the startup costs involved?,938,2.467366099,3.863397,11.30378286,beta-control-neural-D.938,ud.6.000167
He remained thoughtful for a moment.,939,2.6695636,4.372553,9.136564286,beta-control-neural-D.939,ud.6.000280
But then again he could be!,940,2.045833162,4.511509,10.25499429,beta-control-neural-D.940,ud.6.000021
Thank you or your feed back.,941,2.614058022,4.458813,12.82599857,beta-control-neural-D.941,ud.6.000644
Paying special attention to the eyes.,942,1.973372151,3.7770774,15.93377,beta-control-neural-D.942,ud.6.000531
Their food and sweets are awesome.,943,2.730192295,5.497913,11.12855714,beta-control-neural-D.943,ud.6.001041
And yet it's come so quickly.,944,2.068236247,3.965445,8.32199,beta-control-neural-D.944,ud.6.000043
Miramar was founded September 20 1888.,945,3.612243141,6.3780184,12.93423,beta-control-neural-D.945,ud.6.000213
"They will, however, cost a bunch.",946,2.865908061,4.1841865,8.709707222,beta-control-neural-D.946,ud.6.000792
It is not just company longevity.,947,2.531793782,5.3070574,9.89158,beta-control-neural-D.947,ud.6.000249
My favorite so far in Bellevue.,948,2.672450474,4.617328,12.52358714,beta-control-neural-D.948,ud.6.000013
The service at Instep was great!!,949,3.081483041,5.6470227,12.316245,beta-control-neural-D.949,ud.6.000728
I would recommend them to anyone!,950,2.23223378,3.5071843,10.06187429,beta-control-neural-D.950,ud.6.000214
They always stand up for capital.,951,2.497551901,5.511166,8.514582857,beta-control-neural-D.951,wsj.6.002733
Merck disputed the study as flawed.,952,3.468218233,4.755221,10.72988857,beta-control-neural-D.952,wsj.6.002355
"""I think it's overblown,"" he said.",953,2.210659526,2.1182187,8.297513636,beta-control-neural-D.953,wsj.6.001339
The remaining 10% is net profit.,954,2.428089048,4.5340343,8.34285125,beta-control-neural-D.954,wsj.6.001772
Initial budget estimate: about $40 million.,955,2.525453329,4.128327,9.880378889,beta-control-neural-D.955,wsj.6.001753
"But please, not Mr. Boutros-Ghali again.",956,3.357538953,3.397267,11.15274875,beta-control-neural-D.956,wsj.6.002013
Some rivals are already making inroads.,957,3.046276024,4.3765717,10.62125857,beta-control-neural-D.957,wsj.6.002150
The Clinton White House was silent.,958,2.040315825,4.2471237,9.747891429,beta-control-neural-D.958,wsj.6.002099
Hope is indeed a wonderful thing.,959,2.300983463,3.583306,10.13723571,beta-control-neural-D.959,wsj.6.001402
They want quality at low cost.,960,2.705968227,4.9617343,10.12764571,beta-control-neural-D.960,wsj.6.002992
Here are details from the auction:,961,2.600361462,4.0835176,10.76945143,beta-control-neural-D.961,wsj.6.001604
The bill became law in April.,962,1.563590224,3.7388,8.807784286,beta-control-neural-D.962,wsj.6.000844
That's where Dr. Angell comes in.,963,2.850568824,3.059582,9.4236425,beta-control-neural-D.963,wsj.6.002879
Revco wouldn't comment on its plans.,964,3.086680726,4.6467867,7.62724375,beta-control-neural-D.964,wsj.6.000149
And how do you get one?,965,1.658752725,3.2239861,8.707572857,beta-control-neural-D.965,wsj.6.002066
This is a romance after all.,966,2.026246497,3.687054,9.718364286,beta-control-neural-D.966,wsj.6.000977
The chief complaint for phonics advocates:,967,3.236067559,6.044318,13.57319429,beta-control-neural-D.967,wsj.6.001720
They want prices to remain stable.,968,2.78999802,4.4953384,8.256867143,beta-control-neural-D.968,wsj.6.001050
Coupon three-month London Interbank Offered Rate.,969,3.147288702,3.858321,15.70548571,beta-control-neural-D.969,wsj.6.000293
Terms of the transaction weren't disclosed.,970,2.803882442,3.0578074,7.6621375,beta-control-neural-D.970,wsj.6.000452
"Fleet National Bank, Hartford, is trustee.",971,3.943634306,5.585611,10.43111667,beta-control-neural-D.971,wsj.6.001629
But that argument isn't always convincing.,972,2.920099489,3.6696668,9.30610375,beta-control-neural-D.972,wsj.6.001436
We think it's straight business sense.,973,2.411374927,4.988915,9.52073875,beta-control-neural-D.973,wsj.6.002597
The redemption date is March 1.,974,3.165162929,4.815891,9.303981429,beta-control-neural-D.974,wsj.6.001509
The two companies declined to comment.,975,1.869650986,3.1371465,6.81416,beta-control-neural-D.975,wsj.6.000310
Mr. Guarino has denied the charges.,976,2.881947177,3.3467958,8.615221429,beta-control-neural-D.976,wsj.6.000899
"What's more, the news repeats itself.",977,2.452072315,3.8803408,8.810484444,beta-control-neural-D.977,wsj.6.002620
Justice Singh asks the government's lawyer.,978,3.059127301,6.0182867,9.967195,beta-control-neural-D.978,wsj.6.001380
Page proofs were at the printer.,979,2.844640476,6.883478,11.13437143,beta-control-neural-D.979,wsj.6.000137
One executive even bought additional shares.,980,3.429988367,6.5552983,9.134058571,beta-control-neural-D.980,wsj.6.002523
Those incremental minutes are very profitable.,981,3.316220828,7.0257564,9.805137143,beta-control-neural-D.981,wsj.6.000850
"Now ""the easy comparisons are over.""",982,3.01501349,5.443976,10.63841778,beta-control-neural-D.982,wsj.6.001298
That's why we're talking about taxes.,983,1.737646368,3.2258441,9.125515556,beta-control-neural-D.983,wsj.6.002750
But that could cause another problem:,984,2.528526809,4.138404,9.857001429,beta-control-neural-D.984,wsj.6.000944
So trial-and-error printing can get costly.,985,3.304209868,4.748422,10.82389429,beta-control-neural-D.985,wsj.6.000972
"Before that, he had no records.",986,1.968231814,4.2403874,8.402015,beta-control-neural-D.986,wsj.6.000590
His catch: three top phone reps.,987,3.69138515,7.318043,12.27113875,beta-control-neural-D.987,wsj.6.002652
Coldwell Banker Previews had the listing.,988,3.336421013,5.143003,12.00550571,beta-control-neural-D.988,wsj.6.001789
You're still going to get hooked.,989,1.938393762,3.8124208,8.81282375,beta-control-neural-D.989,wsj.6.000799
Then it escaped onto the Internet.,990,2.384430877,4.5774145,11.00388,beta-control-neural-D.990,wsj.6.001595
Sales in Europe were up 2%.,991,2.429132462,4.780942,8.52992625,beta-control-neural-D.991,wsj.6.000100
"He allegedly bought 15,000 Skybox shares.",992,3.192258611,5.6377916,10.63406,beta-control-neural-D.992,wsj.6.001765
It's extremely touching and extremely funny.,993,2.399126045,4.2560163,10.50728625,beta-control-neural-D.993,wsj.6.001980
But that is a minor factor.,994,2.096550328,4.0613546,7.554031429,beta-control-neural-D.994,wsj.6.000064
He's taught me that by example.,995,2.635846145,4.6451364,10.69883875,beta-control-neural-D.995,wsj.6.002015
Laboratory Corp. officials couldn't be reached.,996,3.13994573,4.830456,8.37256,beta-control-neural-D.996,wsj.6.001988
Sussex also acquired Spy in 1994.,997,3.047152272,6.9271746,10.97256857,beta-control-neural-D.997,wsj.6.002158
The kids play in the street.,998,2.184943506,3.6864386,8.537418571,beta-control-neural-D.998,wsj.6.002842
"Eventually the bleeding stopped, buying time.",999,3.052245838,5.5544558,10.78813625,beta-control-neural-D.999,wsj.6.000449
But many U.S. customs confuse them.,1000,2.69863781,5.0800266,10.83377857,beta-control-neural-D.1000,wsj.6.001810
