Unnamed: 0,cond_duration,cond_expt,sentence,audio_file,item_id,item_id_control,subject_id,sentence_duration,isi_duration,surprisal-5gram_mean,surprisal-gpt2-xl_mean,surprisal-pcfg_mean,stimsetid,sent_identifier,PC1,PC2
baseline200.p5.169,2,sentence,I got pinched in the elevator.,item_id=834_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.909.wav,169.0,834.0,p5,2,4,2.764619209936687,4.2502346,10.197334285714286,beta-control-neural-D.834,cornellmov.6.013336,44.76445578631936,-34.794306162924826
baseline200.p5.170,2,sentence,"Craig, darling are you in there?",item_id=836_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.775.wav,170.0,836.0,p5,2,4,3.0894819838660106,4.9677405,11.1967975,beta-control-neural-D.836,cornellmov.6.027419,57.26047941106127,3.36050009534107
baseline200.p5.171,2,sentence,"On your ear, you've got something.",item_id=842_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.786.wav,171.0,842.0,p5,2,4,2.388081446290016,4.269683,9.673728888888888,beta-control-neural-D.842,cornellmov.6.005829,-13.045769157624544,16.73212526017487
baseline200.p5.172,2,sentence,It probably has the Dumper's name.,item_id=843_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.977.wav,172.0,843.0,p5,2,4,2.089560874870845,5.6619253,8.585105,beta-control-neural-D.843,cornellmov.6.033363,48.2178543821449,-0.8484046341673134
baseline200.p5.173,2,sentence,Why's his britches round his knees?,item_id=850_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.751.wav,173.0,850.0,p5,2,4,3.633259758353233,4.6324363,12.6500775,beta-control-neural-D.850,cornellmov.6.000786,113.57411761659932,2.266401048153762
baseline200.p5.174,2,sentence,Because... I didn't think I would?,item_id=856_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.832.wav,174.0,856.0,p5,2,4,1.5118174548260868,4.0372124,9.779314444444443,beta-control-neural-D.856,cornellmov.6.011237,22.068551096133543,95.60134219665797
baseline200.p5.175,2,sentence,What happens when the baby comes?,item_id=861_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.862.wav,175.0,861.0,p5,2,4,2.0736895969935825,3.5445695,11.218075714285716,beta-control-neural-D.861,cornellmov.6.006470,10.037903332196333,35.553592226325854
baseline200.p5.176,2,sentence,"Just please, give me the ticket!",item_id=862_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.771.wav,176.0,862.0,p5,2,4,2.646945361580168,4.707766,11.72137125,beta-control-neural-D.862,cornellmov.6.040098,-12.363352627058196,26.58071085830763
baseline200.p5.177,2,sentence,Learn how to speak English first.,item_id=863_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.773.wav,177.0,863.0,p5,2,4,2.4594404825142453,4.4805045,12.859114285714286,beta-control-neural-D.863,cornellmov.6.030059,-50.66981798818294,33.03320420255832
baseline200.p5.178,2,sentence,"Our prayers have been answered, Turkle!",item_id=866_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.015.wav,178.0,866.0,p5,2,4,2.995725303888321,5.1539574,13.12408375,beta-control-neural-D.866,cornellmov.6.034958,109.92392168887288,7.754617611191281
baseline200.p5.179,2,sentence,I'm out here looking for Leo.,item_id=878_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.869.wav,179.0,878.0,p5,2,4,2.556801438331604,4.1632047,10.1011675,beta-control-neural-D.878,cornellmov.6.018562,23.15236673004296,-0.922360891572158
baseline200.p5.180,2,sentence,I've continued working on the case!,item_id=885_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,180.0,885.0,p5,2,4,1.858690608292818,4.353909,10.076545,beta-control-neural-D.885,cornellmov.6.000803,-122.1287835212312,-26.254564715210723
baseline200.p5.181,2,sentence,The drawstring just completes the fit.,item_id=910_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.838.wav,181.0,910.0,p5,2,4,3.47390079498291,5.913244,10.793802857142856,beta-control-neural-D.910,ud.6.000818,47.67908545858042,-29.171443963333942
baseline200.p5.182,2,sentence,Wishing your husband a happy birthday!,item_id=911_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.123.wav,182.0,911.0,p5,2,4,2.976079157420567,3.5619972,14.889757142857144,beta-control-neural-D.911,ud.6.000930,-72.91589968680942,4.300069218669907
baseline200.p5.183,2,sentence,Asked her question and did nothing.,item_id=912_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.955.wav,183.0,912.0,p5,2,4,2.6628413711275374,5.4967036,12.631425714285712,beta-control-neural-D.912,ud.6.000136,70.44197149735028,69.8382166418574
baseline200.p5.184,2,sentence,"Well, this may be an exception.",item_id=920_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.893.wav,184.0,920.0,p5,2,4,2.056222762380328,3.3392391,8.05150175,beta-control-neural-D.920,ud.6.000996,-19.11925045986918,67.15947418922813
baseline200.p5.185,2,sentence,Both Tina and Vicky are excellent.,item_id=922_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.244.wav,185.0,922.0,p5,2,4,3.3426082815442766,5.0676627,11.826902857142857,beta-control-neural-D.922,ud.6.000426,5.390180823752116,-9.123643470402236
baseline200.p5.186,2,sentence,There is no subterfuge in you.,item_id=929_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.858.wav,186.0,929.0,p5,2,4,2.6087907212121144,3.6216285,8.778592857142858,beta-control-neural-D.929,ud.6.000983,10.257360159441609,-10.03468483697692
baseline200.p5.187,2,sentence,Sometimes he stood up for exercise.,item_id=935_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.028.wav,187.0,935.0,p5,2,4,2.280533637319292,5.533976,9.934057142857142,beta-control-neural-D.935,ud.6.000975,-44.23137790738852,13.994765915315453
baseline200.p5.188,2,sentence,Paying special attention to the eyes.,item_id=942_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.192.wav,188.0,942.0,p5,2,4,1.9733721507447104,3.7770774,15.93377,beta-control-neural-D.942,ud.6.000531,10.539953929982774,11.75074351120835
baseline200.p5.189,2,sentence,"They will, however, cost a bunch.",item_id=946_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.861.wav,189.0,946.0,p5,2,4,2.8659080607550487,4.1841865,8.709707222222223,beta-control-neural-D.946,ud.6.000792,-32.668273174786414,37.26615900195931
baseline200.p5.190,2,sentence,My favorite so far in Bellevue.,item_id=948_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.942.wav,190.0,948.0,p5,2,4,2.672450474330357,4.617328,12.523587142857142,beta-control-neural-D.948,ud.6.000013,44.52277814888329,-42.12355341789751
baseline200.p5.191,2,sentence,I would recommend them to anyone!,item_id=950_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.166.wav,191.0,950.0,p5,2,4,2.2322337797709872,3.5071843,10.061874285714286,beta-control-neural-D.950,ud.6.000214,-111.65885377144096,13.25294757782383
baseline200.p5.192,2,sentence,"""I think it's overblown,"" he said.",item_id=953_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.906.wav,192.0,953.0,p5,2,4,2.2106595262885094,2.1182187,8.297513636363636,beta-control-neural-D.953,wsj.6.001339,-12.775408406584203,34.8601724773267
baseline200.p5.193,2,sentence,Hope is indeed a wonderful thing.,item_id=959_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.028.wav,193.0,959.0,p5,2,4,2.300983463014876,3.583306,10.137235714285714,beta-control-neural-D.959,wsj.6.001402,-11.786988792557125,17.150893325569402
baseline200.p5.194,2,sentence,That's where Dr. Angell comes in.,item_id=963_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.918.wav,194.0,963.0,p5,2,4,2.850568823516369,3.059582,9.4236425,beta-control-neural-D.963,wsj.6.002879,4.878266116060554,-15.03130733674705
baseline200.p5.195,2,sentence,The redemption date is March 1.,item_id=974_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.909.wav,195.0,974.0,p5,2,4,3.1651629294667925,4.815891,9.30398142857143,beta-control-neural-D.974,wsj.6.001509,-42.45174213370048,-58.372902646454754
baseline200.p5.196,2,sentence,The two companies declined to comment.,item_id=975_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.042.wav,196.0,975.0,p5,2,4,1.869650985513415,3.1371465,6.81416,beta-control-neural-D.975,wsj.6.000310,-58.097834619345925,-21.927553677469778
baseline200.p5.197,2,sentence,Justice Singh asks the government's lawyer.,item_id=978_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.098.wav,197.0,978.0,p5,2,4,3.059127300977707,6.0182867,9.967195,beta-control-neural-D.978,wsj.6.001380,144.11915996742115,-2.992863475922587
baseline200.p5.198,2,sentence,That's why we're talking about taxes.,item_id=983_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.044.wav,198.0,983.0,p5,2,4,1.7376463678148055,3.2258441,9.125515555555555,beta-control-neural-D.983,wsj.6.002750,-32.197455347122855,31.712754569634715
baseline200.p5.199,2,sentence,"Before that, he had no records.",item_id=986_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.930.wav,199.0,986.0,p5,2,4,1.9682318142482207,4.2403874,8.402015,beta-control-neural-D.986,wsj.6.000590,-17.28853608842207,33.0813369336156
baseline200.p5.200,2,sentence,He's taught me that by example.,item_id=995_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.815.wav,200.0,995.0,p5,2,4,2.635846145451069,4.6451364,10.69883875,beta-control-neural-D.995,wsj.6.002015,-12.802300220713615,43.02735041623479
